name,country,avgTenure,avgAge,percentWomen,cap,industry,industryTenure,industryAge,industryWomen,globalTenure,globalAge,globalWomen,countryTenure,countryAge,countryWomen
American Capital Agency Corp.,US,5.3,58.4,11.1,6.3718,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Costain Group plc,UK,5.3,58.4,28.6,0.4412,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
Veolia Environnement,France,5.2,58.4,35.3,12.0624,Utilities,6.4,59.97,21,7.4,60,17,6.58443621,56.8279513,38
"Agilysys, Inc.",US,4.7,58.4,0,0.2576,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Evonik Industries AG,Germany,4.6,58.4,25,14.3632,Materials,6.88,60.08,16,7.4,60,17,6.03255814,57.39255814,24
"On Deck Capital, Inc.",US,4.3,58.4,14.3,0.379,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"Hawaiian Telcom Holdco, Inc.",US,4.3,58.4,11.1,0.2567,Telecommunication Services,6,57.92,19,7.4,60,17,8.247254471,61.43591152,15
Hudson's Bay Company,Canada,4,58.4,18.2,2.2777,Consumer Discretionary,7.57,59.12,20,7.4,60,17,7.662806089,60.97683653,17
American Capital Mortgage Investment Corp.,US,4,58.4,11.1,0.7189,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Compagnie generale des etablissements Michelin,France,3.9,58.4,44.4,17.8356,Consumer Discretionary,7.57,59.12,20,7.4,60,17,6.58443621,56.8279513,38
Power Finance Corporation Ltd.,India,3.9,58.4,0,4.0672,Financials,7.92,60.71,18,7.4,60,17,8.233502538,61.66497462,12
Container Corporation of India Ltd.,India,3.6,58.4,10,4.2538,Industrials,7.44,60.22,17,7.4,60,17,8.233502538,61.66497462,12
Industrivarden AB,Sweden,3.3,58.4,37.5,7.5128,Financials,7.92,60.71,18,7.4,60,17,5.673031026,55.85441527,35
FirstGroup plc,UK,3,58.4,11.1,1.6007,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
LG Electronics Inc.,South Korea,2.7,58.4,0,8.0009,Consumer Discretionary,7.57,59.12,20,7.4,60,17,3.488721805,57.96491228,2
Ultragenyx Pharmaceutical Inc.,US,2.4,58.4,0,2.0747,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
HP Inc.,US,2.2,58.4,38.5,23.6919,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
KEPCO Plant Service & Engineering Co. Ltd.,South Korea,1.8,58.4,0,2.5958,Industrials,7.44,60.22,17,7.4,60,17,3.488721805,57.96491228,2
Samsung Securities Co. Ltd.,South Korea,1.4,58.4,0,2.4902,Financials,7.92,60.71,18,7.4,60,17,3.488721805,57.96491228,2
Samsung Life Insurance Co. Ltd.,South Korea,1.1,58.4,0,17.2349,Financials,7.92,60.71,18,7.4,60,17,3.488721805,57.96491228,2
RCS MediaGroup S.p.A.,Italy,1.1,58.4,22.2,0.5429,Consumer Discretionary,7.57,59.12,20,7.4,60,17,6.869612069,57.98599138,25
United Internet AG,Germany,13.3,58.3,0,8.7378,Information Technology,7.58,59.27,15,7.4,60,17,6.03255814,57.39255814,24
"Hallmark Financial Services, Inc.",US,12.8,58.3,0,0.2125,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Open Text Corporation,Canada,12.3,58.3,33.3,7.2781,Information Technology,7.58,59.27,15,7.4,60,17,7.662806089,60.97683653,17
"Cogent Communications Holdings, Inc.",US,11.5,58.3,0,1.9372,Telecommunication Services,6,57.92,19,7.4,60,17,8.247254471,61.43591152,15
Humana Inc.,US,10.3,58.3,10,23.6805,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Truworths International Ltd,South Africa,10.3,58.3,10,2.7033,Consumer Discretionary,7.57,59.12,20,7.4,60,17,7.472007722,56.06949807,21
Growthpoint Properties Ltd,South Africa,10.1,58.3,14.3,5.1146,Financials,7.92,60.71,18,7.4,60,17,7.472007722,56.06949807,21
PHX Energy Services Corp.,Canada,10,58.3,16.7,0.1091,Energy,7,60.92,12,7.4,60,17,7.662806089,60.97683653,17
"Second Sight Medical Products, Inc.",US,9.7,58.3,0,0.1492,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"Nuance Communications, Inc.",US,9.6,58.3,11.1,4.5429,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
MarketAxess Holdings Inc.,US,9.5,58.3,10,5.6876,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
L.B. Foster Company,US,9.4,58.3,25,0.1152,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
The Paragon Group of Companies plc,UK,9.1,58.3,12.5,1.0249,Financials,7.92,60.71,18,7.4,60,17,5.650285094,57.00678794,20
FlexiGroup Ltd.,Australia,9,58.3,0,0.5647,Financials,7.92,60.71,18,7.4,60,17,5.81913775,59.75394322,24
Wacker Chemie AG,Germany,8,58.3,12.5,4.7644,Materials,6.88,60.08,16,7.4,60,17,6.03255814,57.39255814,24
"Polycom, Inc.",US,7.9,58.3,28.6,1.6741,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Agenus Inc.,US,7.9,58.3,14.3,0.4136,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"MacroGenics, Inc.",US,7.8,58.3,0,0.941,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Peoples Bancorp Inc.,US,7.8,58.3,30.8,0.4004,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Chesnara plc,UK,7.6,58.3,12.5,0.4622,Financials,7.92,60.71,18,7.4,60,17,5.650285094,57.00678794,20
"REVANCE THERAPEUTICS, INC.",US,7.5,58.3,12.5,0.3951,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"OncoMed Pharmaceuticals, Inc.",US,7.5,58.3,20,0.3787,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
DirectCash Payments Inc.,Canada,7.5,58.3,0,0.178,Industrials,7.44,60.22,17,7.4,60,17,7.662806089,60.97683653,17
Ingredion Incorporated,US,6.9,58.3,40,9.5628,Consumer Staples,7.41,59.11,21,7.4,60,17,8.247254471,61.43591152,15
Oasis Petroleum Inc.,US,6.9,58.3,0,1.5591,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
Devoteam,France,6.9,58.3,37.5,0.3841,Information Technology,7.58,59.27,15,7.4,60,17,6.58443621,56.8279513,38
"Hurco Companies, Inc.",US,6.8,58.3,12.5,0.1989,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
MSCI Inc.,US,6.5,58.3,33.3,7.8639,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Fair Isaac Corporation,US,6.5,58.3,12.5,3.6401,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Kerry Group plc,Ireland,6.3,58.3,13.3,15.7185,Consumer Staples,7.41,59.11,21,7.4,60,17,6.943396226,57.52830189,16
Zumtobel Group AG,Austria,6.3,58.3,0,0.6212,Industrials,7.44,60.22,17,7.4,60,17,6.085201794,55.92825112,20
L Air Liquide,France,6.2,58.3,41.7,36.667,Materials,6.88,60.08,16,7.4,60,17,6.58443621,56.8279513,38
Helvetia Holding AG,Switzerland,6.1,58.3,20,5.0777,Financials,7.92,60.71,18,7.4,60,17,6.63956044,58.88351648,18
"Ply Gem Holdings, Inc.",US,6.1,58.3,22.2,1.059,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Cequence Energy Ltd.,Canada,6.1,58.3,0,0.0568,Energy,7,60.92,12,7.4,60,17,7.662806089,60.97683653,17
SemGroup Corporation,US,6,58.3,14.3,1.7692,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
Transocean Ltd.,US,5.4,58.3,9.1,4.4372,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
"FormFactor, Inc.",US,5.1,58.3,14.3,0.7007,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Hyundai Merchant Marine Co.,South Korea,4.9,58.3,0,0.3805,Industrials,7.44,60.22,17,7.4,60,17,3.488721805,57.96491228,2
Lanxess AG,Germany,4.5,58.3,25,4.0965,Materials,6.88,60.08,16,7.4,60,17,6.03255814,57.39255814,24
Regis Resources Ltd.,Australia,4.5,58.3,0,1.4139,Materials,6.88,60.08,16,7.4,60,17,5.81913775,59.75394322,24
LG Display Co.,South Korea,4.4,58.3,0,9.0931,Information Technology,7.58,59.27,15,7.4,60,17,3.488721805,57.96491228,2
"Ocular Therapeutix, Inc.",US,4.4,58.3,0,0.1243,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Programmed Maintenance Services Ltd.,Australia,4.3,58.3,42.9,0.3073,Industrials,7.44,60.22,17,7.4,60,17,5.81913775,59.75394322,24
"Five Below, Inc.",US,4.2,58.3,22.2,2.5901,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Delta Lloyd NV,Netherlands,4.1,58.3,25,1.5633,Financials,7.92,60.71,18,7.4,60,17,4.58839779,59.22928177,25
Yellow Pages Limited,Canada,4.1,58.3,27.3,0.421,Consumer Discretionary,7.57,59.12,20,7.4,60,17,7.662806089,60.97683653,17
Standard Life plc,UK,4,58.3,33.3,7.4664,Financials,7.92,60.71,18,7.4,60,17,5.650285094,57.00678794,20
"Independence Contract Drilling, Inc.",US,4,58.3,0,0.1921,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
EDP-Energias de Portugal S.A,Portugal,3.8,58.3,9.5,11.7474,Utilities,6.4,59.97,21,7.4,60,17,5.763975155,55.11180124,13
NorthWest Healthcare Properties Real Estate Investment Trust,Canada,3.4,58.3,0,0.4814,Financials,7.92,60.71,18,7.4,60,17,7.662806089,60.97683653,17
National Grid plc,UK,3.3,58.3,36.4,54.2334,Utilities,6.4,59.97,21,7.4,60,17,5.650285094,57.00678794,20
Rexnord Corporation,US,2.9,58.3,10,2.1686,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Anglo Pacific Group plc,UK,2.2,58.3,16.7,0.2003,Energy,7,60.92,12,7.4,60,17,5.650285094,57.00678794,20
"ServiceMaster Global Holdings, Inc.",US,2,58.3,14.3,5.5219,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Hyundai WIA Corp.,South Korea,2,58.3,0,2.0494,Consumer Discretionary,7.57,59.12,20,7.4,60,17,3.488721805,57.96491228,2
Sprint Corporation,US,1.7,58.3,11.1,19.873,Telecommunication Services,6,57.92,19,7.4,60,17,8.247254471,61.43591152,15
CPFL Energia S.A.,Brazil,1.4,58.3,14.3,7.056,Utilities,6.4,59.97,21,7.4,60,17,4.684322034,58.40042373,6
Daewoo Shipbuilding & Marine Engineering Co.,South Korea,1.3,58.3,0,1.0771,Industrials,7.44,60.22,17,7.4,60,17,3.488721805,57.96491228,2
IPH Ltd,Australia,1,58.3,40,0.901,Industrials,7.44,60.22,17,7.4,60,17,5.81913775,59.75394322,24
"Reis, Inc.",US,18.6,58.2,0,0.2917,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Stagecoach Group plc,UK,13.8,58.2,20,1.5508,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
The New York Times Company,US,8.9,58.2,28.6,2.0696,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Seven Group Holdings Ltd.,Australia,8.7,58.2,0,1.619,Industrials,7.44,60.22,17,7.4,60,17,5.81913775,59.75394322,24
Arch Capital Group Ltd.,US,8.3,58.2,9.1,8.543,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Laboratory Corporation of America Holdings,US,8,58.2,20,13.9459,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Aimia Inc.,Canada,8,58.2,30,0.9393,Consumer Discretionary,7.57,59.12,20,7.4,60,17,7.662806089,60.97683653,17
Kilroy Realty Corporation,US,7.8,58.2,16.7,6.4262,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"PTC Therapeutics, Inc.",US,7.6,58.2,10,0.245,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Diploma plc,UK,7.5,58.2,16.7,1.2712,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
"Alliance HealthCare Services, Inc.",US,6.2,58.2,0,0.065,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Schneider Electric SE,France,6,58.2,38.5,36.2737,Industrials,7.44,60.22,17,7.4,60,17,6.58443621,56.8279513,38
Ingenico Group,France,5.8,58.2,33.3,7.4032,Information Technology,7.58,59.27,15,7.4,60,17,6.58443621,56.8279513,38
SABMiller plc,UK,5.7,58.2,21.4,95.3702,Consumer Staples,7.41,59.11,21,7.4,60,17,5.650285094,57.00678794,20
Sportech plc,UK,4.8,58.2,0,0.1836,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
Agrium Inc.,Canada,4.7,58.2,30,13.2256,Materials,6.88,60.08,16,7.4,60,17,7.662806089,60.97683653,17
Kosmos Energy Ltd.,US,4.2,58.2,0,2.2649,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
LS Industrial Systems Co.,South Korea,4.2,58.2,0,1.1673,Industrials,7.44,60.22,17,7.4,60,17,3.488721805,57.96491228,2
Alacer Gold Corp.,Canada,4.2,58.2,16.7,0.7836,Materials,6.88,60.08,16,7.4,60,17,7.662806089,60.97683653,17
"GenMark Diagnostics, Inc.",US,4.2,58.2,16.7,0.4159,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Unione di Banche Italiane S.p.A.,Italy,3.5,58.2,21.7,2.7839,Financials,7.92,60.71,18,7.4,60,17,6.869612069,57.98599138,25
"SandRidge Energy, Inc.",US,3.1,58.2,0,0.0116,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
"InfraREIT, Inc.",US,1.9,58.2,33.3,0.7687,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Korea Aerospace Industries Co. Ltd.,South Korea,1.7,58.2,0,6.7285,Industrials,7.44,60.22,17,7.4,60,17,3.488721805,57.96491228,2
Cellnex Telecom S.A.,Spain,1.4,58.2,0,4.0083,Telecommunication Services,6,57.92,19,7.4,60,17,7.459330144,60.57655502,18
CSRA Inc.,US,0.9,58.2,30,4.0055,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Christian Dior,France,13.8,58.1,33.3,30.0423,Consumer Discretionary,7.57,59.12,20,7.4,60,17,6.58443621,56.8279513,38
Banca IFIS S.p.A.,Italy,13.4,58.1,22.2,1.2059,Financials,7.92,60.71,18,7.4,60,17,6.869612069,57.98599138,25
American Woodmark Corporation,US,13.2,58.1,22.2,1.2294,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Marico Limited,India,11,58.1,11.1,5.3575,Consumer Staples,7.41,59.11,21,7.4,60,17,8.233502538,61.66497462,12
Kerry Properties Ltd.,Hong Kong,9.1,58.1,12.5,3.6845,Financials,7.92,60.71,18,7.4,60,17,9.783838384,61.74949495,13
Fortuna Silver Mines Inc.,Canada,9,58.1,0,1.1263,Materials,6.88,60.08,16,7.4,60,17,7.662806089,60.97683653,17
"Juniper Networks, Inc.",US,8.6,58.1,10,8.8615,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Swiss Prime Site AG,Switzerland,8.4,58.1,12.5,6.4457,Financials,7.92,60.71,18,7.4,60,17,6.63956044,58.88351648,18
Solvay SA,Belgium,8.3,58.1,33.3,10.0578,Materials,6.88,60.08,16,7.4,60,17,6.893023256,56.07906977,29
Kate Spade & Company,US,7.9,58.1,40,2.6952,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
"Patrick Industries, Inc.",US,7.6,58.1,0,0.9935,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
"Sangamo BioSciences, Inc.",US,7.3,58.1,25,0.4032,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Northam Platinum Ltd,South Africa,7.2,58.1,11.1,1.651,Materials,6.88,60.08,16,7.4,60,17,7.472007722,56.06949807,21
Rentokil Initial plc,UK,6.6,58.1,28.6,4.9977,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
"NASDAQ, INC.",US,6.5,58.1,20,11.1064,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Spectris plc,UK,6.4,58.1,12.5,3.0029,Information Technology,7.58,59.27,15,7.4,60,17,5.650285094,57.00678794,20
"Universal Insurance Holdings, Inc.",US,6.4,58.1,0,0.7193,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"CARROLS RESTAURANT GROUP, INC.",US,6.4,58.1,14.3,0.4389,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Rexam plc,UK,6.3,58.1,25,6.0876,Materials,6.88,60.08,16,7.4,60,17,5.650285094,57.00678794,20
Deckers Outdoor Corporation,US,6.2,58.1,33.3,1.9925,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
CPI Card Group Inc.,US,6.2,58.1,14.3,0.2807,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
CubeSmart,US,6,58.1,25,5.4482,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
LendingClub Corporation,US,5.6,58.1,12.5,1.7135,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
CVB Financial Corp.,US,5.1,58.1,14.3,1.8575,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Federal-Mogul Holdings Corporation,US,5,58.1,0,1.5552,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Workspace Group plc,UK,4.6,58.1,14.3,1.4672,Financials,7.92,60.71,18,7.4,60,17,5.650285094,57.00678794,20
Ricardo plc,UK,4.6,58.1,14.3,0.5294,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
Freehold Royalties Ltd.,Canada,4.3,58.1,12.5,1.0702,Energy,7,60.92,12,7.4,60,17,7.662806089,60.97683653,17
Borussia Dortmund GmbH & Co. KGaA,Germany,4.3,58.1,11.1,0.4072,Consumer Discretionary,7.57,59.12,20,7.4,60,17,6.03255814,57.39255814,24
"BioTime, Inc.",US,4.3,58.1,11.1,0.2974,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Societe Generale,France,4.1,58.1,50,27.1191,Financials,7.92,60.71,18,7.4,60,17,6.58443621,56.8279513,38
Dynegy Inc.,US,4.1,58.1,14.3,2.1087,Utilities,6.4,59.97,21,7.4,60,17,8.247254471,61.43591152,15
The Sage Group plc,UK,3.5,58.1,25,9.3565,Information Technology,7.58,59.27,15,7.4,60,17,5.650285094,57.00678794,20
Rolls-Royce Holdings plc,UK,3.4,58.1,21.4,18.1864,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
Lotte Confectionery Co.,South Korea,3.2,58.1,0,2.3873,Consumer Staples,7.41,59.11,21,7.4,60,17,3.488721805,57.96491228,2
Rexel,France,3,58.1,44.4,4.0631,Industrials,7.44,60.22,17,7.4,60,17,6.58443621,56.8279513,38
Shire plc,UK,2.9,58.1,30,57.3798,Health Care,7.13,60.28,16,7.4,60,17,5.650285094,57.00678794,20
"FTD Companies, Inc.",US,2.5,58.1,36.4,0.7211,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
A. M. Castle & Co.,US,2.3,58.1,12.5,0.0546,Materials,6.88,60.08,16,7.4,60,17,8.247254471,61.43591152,15
Braas Monier Building Group S.A.,Luxembourg,1.5,58.1,10,0.9505,Materials,6.88,60.08,16,7.4,60,17,6.711538462,57.51923077,14
"Corindus Vascular Robotics, Inc.",US,1.5,58.1,0,0.1939,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"China Shipbuilding Industry Co., Ltd.",China,1,58.1,7.7,19.5604,Industrials,7.44,60.22,17,7.4,60,17,2.422264875,52.7696737,11
Harvey Norman Holdings Ltd.,Australia,17.8,58,11.1,3.7206,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.81913775,59.75394322,24
"Miller Industries, Inc.",US,14.8,58,0,0.2452,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
"Stock Yards Bancorp, Inc.",US,13.7,58,9.1,0.671,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"Greenlight Capital Re, Ltd.",US,10,58,0,0.7443,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"The Boston Beer Company, Inc.",US,9.4,58,11.1,2.1242,Consumer Staples,7.41,59.11,21,7.4,60,17,8.247254471,61.43591152,15
"Mobile Mini, Inc.",US,9.3,58,22.2,1.6545,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Pulse Seismic Inc.,Canada,8.2,58,40,0.108,Energy,7,60.92,12,7.4,60,17,7.662806089,60.97683653,17
Tennant Company,US,8.1,58,22.2,1.0379,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Infratil Limited,New Zealand,8,58,16.7,1.3222,Utilities,6.4,59.97,21,7.4,60,17,5.64516129,59.12903226,19
Slater & Gordon Ltd.,Australia,8,58,33.3,0.1069,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.81913775,59.75394322,24
Mears Group plc,UK,7.7,58,10,0.5189,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
Alliant Energy Corporation,US,7.4,58,50,8.951,Utilities,6.4,59.97,21,7.4,60,17,8.247254471,61.43591152,15
Savanna Energy Services Corp.,Canada,7.4,58,14.3,0.1027,Energy,7,60.92,12,7.4,60,17,7.662806089,60.97683653,17
Linde AG,Germany,7.1,58,25,26.3886,Materials,6.88,60.08,16,7.4,60,17,6.03255814,57.39255814,24
Doosan Heavy Industries & Construction Co.,South Korea,7,58,0,2.2404,Industrials,7.44,60.22,17,7.4,60,17,3.488721805,57.96491228,2
Central Pacific Financial Corp.,US,6.7,58,36.4,0.7671,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"Advaxis, Inc.",US,6.7,58,0,0.2796,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"K2M Group Holdings, Inc.",US,6.6,58,0,0.7119,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"Solazyme, Inc.",US,6.6,58,14.3,0.2008,Materials,6.88,60.08,16,7.4,60,17,8.247254471,61.43591152,15
Secure Energy Services Inc.,Canada,6.4,58,0,1.0865,Energy,7,60.92,12,7.4,60,17,7.662806089,60.97683653,17
"KIMBALL INTERNATIONAL, INC.",US,6.3,58,28.6,0.4423,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Liquefied Natural Gas Ltd.,Australia,6.2,58,20,0.2747,Energy,7,60.92,12,7.4,60,17,5.81913775,59.75394322,24
Spirax-Sarco Engineering plc,UK,6.1,58,11.1,3.7858,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
Teixeira Duarte SA,Portugal,6,58,0,0.0892,Industrials,7.44,60.22,17,7.4,60,17,5.763975155,55.11180124,13
Acerinox S.A.,Spain,5.9,58,13.3,3.4057,Materials,6.88,60.08,16,7.4,60,17,7.459330144,60.57655502,18
Oncolytics Biotech Inc.,Canada,5.9,58,14.3,0.0425,Health Care,7.13,60.28,16,7.4,60,17,7.662806089,60.97683653,17
JD Sports Fashion plc,UK,5.8,58,16.7,3.0384,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
"Q2 Holdings, Inc.",US,5.8,58,0,1.0748,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Iberdrola S.A.,Spain,5.7,58,35.7,42.1091,Utilities,6.4,59.97,21,7.4,60,17,7.459330144,60.57655502,18
Deutsche Telekom AG,Germany,5.6,58,35,79.9817,Telecommunication Services,6,57.92,19,7.4,60,17,6.03255814,57.39255814,24
Johnston Press plc,UK,5.6,58,12.5,0.0229,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
DUET Group,Australia,5.3,58,44.4,4.631,Utilities,6.4,59.97,21,7.4,60,17,5.81913775,59.75394322,24
Tullett Prebon plc,UK,4.8,58,25,1.0268,Financials,7.92,60.71,18,7.4,60,17,5.650285094,57.00678794,20
"Windstream Holdings, Inc.",US,4.6,58,22.2,0.9149,Telecommunication Services,6,57.92,19,7.4,60,17,8.247254471,61.43591152,15
Brewin Dolphin Holdings plc,UK,4.6,58,37.5,0.89,Financials,7.92,60.71,18,7.4,60,17,5.650285094,57.00678794,20
TORC Oil & Gas Ltd.,Canada,3.9,58,0,1.011,Energy,7,60.92,12,7.4,60,17,7.662806089,60.97683653,17
Fincantieri SpA,Italy,3.9,58,14.3,0.6455,Industrials,7.44,60.22,17,7.4,60,17,6.869612069,57.98599138,25
"United Continental Holdings, Inc.",US,3.4,58,14.3,15.9755,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Balmoral Resources Ltd.,Canada,3.2,58,0,0.0904,Materials,6.88,60.08,16,7.4,60,17,7.662806089,60.97683653,17
Usinas Siderurgicas De Minas Gerais S.A. - USIMINAS,Brazil,3.1,58,10,1.4991,Materials,6.88,60.08,16,7.4,60,17,4.684322034,58.40042373,6
Vesuvius plc,UK,3,58,25,1.1984,Industrials,7.44,60.22,17,7.4,60,17,5.650285094,57.00678794,20
"Avon Products, Inc.",US,2.8,58,50,1.7796,Consumer Staples,7.41,59.11,21,7.4,60,17,8.247254471,61.43591152,15
Empiric Student Property plc,UK,1,58,28.6,0.7192,Financials,7.92,60.71,18,7.4,60,17,5.650285094,57.00678794,20
Sino Land Company Ltd.,Hong Kong,11.6,57.9,10,10.5883,Financials,7.92,60.71,18,7.4,60,17,9.783838384,61.74949495,13
Obrascon Huarte Lain S.A.,Spain,10,57.9,33.3,1.1074,Industrials,7.44,60.22,17,7.4,60,17,7.459330144,60.57655502,18
BMW Group Bayerische Motoren Werke AG,Germany,9.1,57.9,30,53.5111,Consumer Discretionary,7.57,59.12,20,7.4,60,17,6.03255814,57.39255814,24
Bendigo and Adelaide Bank Ltd.,Australia,8.4,57.9,25,3.487,Financials,7.92,60.71,18,7.4,60,17,5.81913775,59.75394322,24
"Western Refining, Inc.",US,8.4,57.9,0,2.1275,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
Tullow Oil plc,UK,8.3,57.9,18.2,2.7507,Energy,7,60.92,12,7.4,60,17,5.650285094,57.00678794,20
